,source_id,source_name,author,title,description,url,url_to_image,published_at,content,key_word
0,the-verge,The Verge,Adi Robertson,India will reportedly introduce bill to make owning cryptocurrency illegal,"India’s legislature is reportedly considering a near-total ban on private cryptocurrencies like Bitcoin or Ethereum, including owning the virtual currency. The government has discussed plans for a national digital currency as an alternative.",https://www.theverge.com/2021/3/15/22332677/india-cryptocurrency-trading-mining-possession-ban-law-report,https://cdn.vox-cdn.com/thumbor/IdgNJaOIQBsN8QbQcH2MDU6sAUA=/0x243:2040x1311/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/10432811/mdoying_180308_2373_0091still.jpg,2021-03-15T22:25:02Z,"One of the strictest crackdowns worldwide
Photo by Michele Doying / The Verge
India is reportedly moving forward with a sweeping ban on cryptocurrencies. According to Reuters, the countrys legislat… [+1656 chars]",india
1,techcrunch,TechCrunch,Manish Singh,Amazon issues rare apology in India over drama series,"Amazon on Tuesday issued a rare apology to users in India for an original political drama series over allegations that a few scenes in the nine-part mini series hurt religious sentiments of some people in the key overseas market. The series, called “Tandav,” …",http://techcrunch.com/2021/03/02/amazon-issues-rare-apology-in-india-over-drama-series/,https://techcrunch.com/wp-content/uploads/2021/03/GettyImages-1230706328.jpg?w=599,2021-03-02T18:29:09Z,Amazon on Tuesday issued a rare apology to users in India for an original political drama series over allegations that a few scenes in the nine-part mini series hurt religious sentiments of some peop… [+3139 chars],india
2,techcrunch,TechCrunch,Manish Singh,Indian beauty e-commerce Purplle raises $45 million,"Purplle, an e-commerce platform for beauty products in India, said on Monday it has raised $45 million in a new financing round as it looks to expand its presence in the world’s second largest internet market. The new round, a Series D, was financed by Sequoi…",http://techcrunch.com/2021/03/22/indian-beauty-e-commerce-purplle-raises-45-million/,https://techcrunch.com/wp-content/uploads/2021/03/purplle.jpg?w=600,2021-03-23T00:08:10Z,"Purplle, an e-commerce platform for beauty products in India, said on Monday it has raised $45 million in a new financing round as it looks to expand its presence in the worlds second largest interne… [+2173 chars]",india
3,techcrunch,TechCrunch,Ron Miller,ServiceNow takes RPA plunge by acquiring India-based startup Intellibot,"ServiceNow became the latest company to take the robotic process automation (RPA) plunge when it announced it was acquiring Intellibot, an RPA startup based in Hyderabad, India. The companies did not reveal the purchase price. The purchase comes at a time whe…",http://techcrunch.com/2021/03/23/servicenow-takes-rpa-plunge-by-acquiring-india-based-startup-intellibot/,https://techcrunch.com/wp-content/uploads/2021/03/GettyImages-1215161063-1.jpg?w=711,2021-03-23T12:00:48Z,"ServiceNow became the latest company to take the robotic process automation (RPA) plunge when it announced it was acquiring Intellibot, an RPA startup based in Hyderabad, India. The companies did not… [+2423 chars]",india
4,techcrunch,TechCrunch,Natasha Mascarenhas,Veera Health wants to help women in India navigate polycystic ovary syndrome,"Polycystic ovary syndrome, or PCOS, is a common disorder that can cause irregular periods, infertility or gestational diabetes in women. And the condition is far from rare: PCOS impacts one in 10 women, meaning there’s a big market of people out there that wa…",http://techcrunch.com/2021/03/24/veera-health-wants-to-help-women-in-india-navigate-polycystic-ovary-syndrome/,https://techcrunch.com/wp-content/uploads/2019/07/GettyImages-968151038.jpg?w=501,2021-03-24T18:07:57Z,"Polycystic ovary syndrome, or PCOS, is a common disorder that can cause irregular periods, infertility or gestational diabetes in women. And the condition is far from rare: PCOS impacts one in 10 wom… [+3429 chars]",india
5,techcrunch,TechCrunch,Manish Singh,Google unveils $25 million in grants aimed at empowering women and girls,"Google announced a range of programs as well as grants worth $25 million on Monday to fund works of nonprofits and social enterprises that are committed to empower women and girls. The effort, unveiled on Internet Women’s Day, is aimed at addressing systemic …",http://techcrunch.com/2021/03/07/google-unveils-25-million-in-grants-aimed-at-empowering-women-and-girls/,https://techcrunch.com/wp-content/uploads/2021/03/google-internet-saathi.jpg?w=651,2021-03-08T05:53:40Z,"Google announced a range of programs as well as grants worth $25 million on Monday to fund works of nonprofits and social enterprises that are committed to empower women and girls.
The effort, unvei… [+1932 chars]",india
6,techcrunch,TechCrunch,Manish Singh,Cashify raises $15 million for its second-hand smartphone business in India,"Tens of millions of people each year purchase a second-hand smartphone in India, the world’s second largest market. Phone makers and giant online sellers such as Amazon and Flipkart are aware of it, but it’s too much of a hassle for them to inspect, repair, a…",http://techcrunch.com/2021/03/03/cashify-raises-15-million-for-its-second-hand-smartphone-business-in-india/,https://techcrunch.com/wp-content/uploads/2021/03/GettyImages-1052136016.jpg?w=600,2021-03-03T22:26:45Z,"Tens of millions of people each year purchase a second-hand smartphone in India, the world’s second largest market. Phone makers and giant online sellers such as Amazon and Flipkart are aware of it, … [+3720 chars]",india
7,bbc-news,BBC News,https://www.facebook.com/bbcnews,India coronavirus: The high-risk young demanding Covid jabs,Cancer patients who are under the age of 45 are struggling to get Covid jabs in India.,https://www.bbc.co.uk/news/world-asia-india-56522068,https://ichef.bbci.co.uk/news/1024/branded_news/ABAF/production/_117715934_whatsappimage2021-03-24at7.32.15am.jpg,2021-03-28T00:29:05Z,"By Vikas PandeyBBC News, Delhi
image captionShikha Goel was diagnosed with breast cancer three months ago
When 37-year-old Shikha Goel was diagnosed with breast cancer three months ago, life came t… [+7702 chars]",india
8,bbc-news,BBC News,https://www.facebook.com/bbcnews,Manipur: India state reverses order turning away Myanmar refugees,"The Manipur state government withdrew the first order saying it had been ""misconstrued"".",https://www.bbc.co.uk/news/world-asia-india-56573888,https://ichef.bbci.co.uk/news/1024/branded_news/3DDB/production/_117753851_gettyimages-1231682561.jpg,2021-03-30T07:03:12Z,"image copyrightGetty Images
image captionMyanmarese have been fleeing their country since the military coup on 1 February
India's border state of Manipur has withdrawn an earlier order that told of… [+2614 chars]",india
9,bbc-news,BBC News,https://www.facebook.com/bbcnews,Coronavirus: India temporarily halts Oxford-AstraZeneca vaccine exports,"The doses are needed for the country's own rollout amid a rise in cases, officials tell the BBC.",https://www.bbc.co.uk/news/world-asia-india-56513371,https://ichef.bbci.co.uk/news/1024/branded_news/14DD3/production/_117695458_gettyimages-1231883944.jpg,2021-03-24T18:00:09Z,"image captionThe country's largest vaccine maker has already delayed deliveries to Brazil and the UK
India has placed a temporary hold on all exports of the Oxford-AstraZeneca coronavirus vaccine, f… [+3165 chars]",india
10,reuters,Reuters,Reuters Staff,U.S. defence chief Austin likely to visit India soon-India govt source - Reuters India,"U.S. Defense Secretary Lloyd Austin is likely to visit India next week, an Indian government source told Reuters on Sunday, as the two allies seek to deepen military ties to counter the growing power of China in the Asia-Pacific region.",https://www.reuters.com/article/us-usa-india-defence-idUSKBN2AZ051,https://static.reuters.com/resources/r/?m=02&d=20210307&t=2&i=1554016602&r=LYNXMPEH2602Z&w=800,2021-03-07T07:32:00Z,"By Reuters Staff
FILE PHOTO: U.S. Defense Secretary Lloyd Austin speaks to Defense Department personnel during a visit by U.S. President Joe Biden at the Pentagon in Arlington, Virginia, U.S., Febru… [+1822 chars]",india
11,techcrunch,TechCrunch,Manish Singh,Google backs one-year-old Indian startup DotPe in $27.5 million fundraise,"Google’s latest investment in India is a startup that is helping businesses come online. One-year-old DotPe, a Gurgaon-based startup, said on Friday it has raised $27.5 million in its Series A financing round. The round was led by PayU, with participation fro…",http://techcrunch.com/2021/03/26/google-dotpe-india-27-5-million-investment/,https://techcrunch.com/wp-content/uploads/2019/09/GettyImages-152382478.jpg?w=580,2021-03-26T10:49:23Z,"Googles latest investment in India is a startup that is helping businesses come online.
One-year-old DotPe, a Gurgaon-based startup, said on Friday it has raised $27.5 million in its Series A financ… [+2278 chars]",india
12,bbc-news,BBC News,https://www.facebook.com/bbcnews,Roei ‘Jinji’ Sadan: Israeli round-the-world cyclist killed outside home,"Roei Sadan cycled across 42 countries and six continents, and survived falling down a mountain in India.",https://www.bbc.co.uk/news/world-middle-east-56368840,https://ichef.bbci.co.uk/news/1024/branded_news/12AEC/production/_117542567_17972085_1295949927191769_1414197060779547482_o.jpg,2021-03-12T19:33:02Z,"image captionRoei Sadan spent five years cycling across six continents
An adventure athlete who cycled the world and survived falling down a mountain in India has been killed by a bus near his home … [+1742 chars]",india
13,techcrunch,TechCrunch,Manish Singh,Indian fantasy sports app Dream11’s parent firm raises $400 million,"Dream Sports, the parent firm of fantasy sports app Dream11, has secured $400 million in a new financing round as the Mumbai-headquartered firm builds what it calls an “end-to-end sports tech company” in the cricket-loving nation, which is also the world’s se…",http://techcrunch.com/2021/03/24/indian-fantasy-sports-app-dream-sports-dream-11-raises-400-million/,https://techcrunch.com/wp-content/uploads/2020/09/GettyImages-1148636368.jpg?w=563,2021-03-24T10:55:19Z,"Dream Sports, the parent firm of fantasy sports app Dream11, has secured $400 million in a new financing round as the Mumbai-headquartered firm builds what it calls an end-to-end sports tech company … [+3063 chars]",india
14,techcrunch,TechCrunch,Tage Kene-Okafor,"How Pariti is connecting founders with capital, resources and talent in emerging markets","According to Startup Genome, Beijing, London, Silicon Valley, Stockholm, Tel Aviv are some of the world’s best startup ecosystems. The data and research organisation uses factors like performance, capital, market reach, connectedness, talent, and knowledge to…",http://techcrunch.com/2021/03/05/how-pariti-is-connecting-founders-with-capital-resources-and-talent-in-emerging-markets/,https://techcrunch.com/wp-content/uploads/2021/03/Photo-24-04-2020-14-12-09.jpg?w=600,2021-03-05T09:22:51Z,"According to Startup Genome, Beijing, London, Silicon Valley, Stockholm, Tel Aviv are some of the world’s best startup ecosystems. The data and research organisation uses factors like performance, ca… [+8323 chars]",india
15,techcrunch,TechCrunch,Manish Singh,Pakistan bans TikTok again over ‘immoral and objectionable’ videos,Pakistan has banned TikTok again in the country after reviewing a complaint that said the popular video app hosted immoral and objectionable content. A high court in the city of Peshawar on Thursday ordered the nation’s telecom authority — Pakistan Telecom Au…,http://techcrunch.com/2021/03/11/pakistan-blocks-tiktok-again-over-immoral-and-objectionable-videos/,https://techcrunch.com/wp-content/uploads/2020/11/GettyImages-1002955800.jpg?w=600,2021-03-11T18:34:02Z,"Pakistan has banned TikTok again in the country after reviewing a complaint that said the popular video app hosted immoral and objectionable content.
A high court in the city of Peshawar on Thursday… [+2200 chars]",india
16,reuters,Reuters,Supantha Mukherjee,Sweden's Scania admits 'misconduct' in India after contract-for-bribes report - Reuters India,"An internal investigation at Scania into its Indian operations found evidence of misconduct by employees including senior management, the Swedish bus and truck maker said on Wednesday, adding the individuals involved had all left the company.",https://www.reuters.com/article/us-scania-cv-corruption-idUSKBN2B2225,https://static.reuters.com/resources/r/?m=02&d=20210310&t=2&i=1554415682&r=LYNXMPEH2918E&w=800,2021-03-10T16:05:00Z,"STOCKHOLM (Reuters) - An internal investigation at Scania into its Indian operations found evidence of misconduct by employees including senior management, the Swedish bus and truck maker said on Wed… [+2169 chars]",india
17,reuters,Reuters,Dave Lucas,Ukrainian couple handcuff themselves together - Reuters India,"Alexandr Kudlay, 33, and Viktoria Pustovitova, 28, have breakfast in their apartment in Kharkiv, Ukraine March 5, 2021. Tired of occasional break-ups, this Ukrainian couple found an unusual solution t",https://www.reuters.com/news/picture/ukrainian-couple-handcuff-themselves-tog-idUSRTXADFZ0,https://s2.reutersmedia.net/resources/r/?m=02&d=20210312&t=2&i=1554719577&w=&fh=545&fw=810&ll=&pl=&sq=&r=2021-03-12T193915Z_39120_MRPRC2Z8M90NK1X_RTRMADP_0_UKRAINE-ODDLY-CHAINED-COUPLE,2021-03-12T19:39:00Z,"Alexandr Kudlay, 33, and Viktoria Pustovitova, 28, have breakfast in their apartment in Kharkiv, Ukraine March 5, 2021. Tired of occasional break-ups, this Ukrainian couple found an unusual solution … [+449 chars]",india
18,reuters,Reuters,Reuters Editorial,India to propose cryptocurrency ban -source - Reuters,"India will propose a law banning cryptocurrencies, fining anyone trading in the country or even holding such digital assets, a senior government official told Reuters in a potential blow to millions of investors piling into the red-hot asset class.",https://www.reuters.com/video/watch/idPRAV?now=true,https://ajo.prod.reuters.tv/api/v2/img/604edcdfe4b085d3b6c30c2d-1615781103986?location=LANDSCAPE,2021-03-15T06:36:33Z,"Posted 
India will propose a law banning cryptocurrencies, fining anyone trading in the country or even holding such digital assets, a senior government official told Reuters in a potential blow to … [+57 chars]",india
19,reuters,Reuters,Reuters Staff,India detects novel coronavirus variant - Reuters,India's health ministry said on Wednesday that a novel variant of the coronavirus had been detected in the country in addition to many other variants of concern (VOCs) also found abroad.,https://www.reuters.com/article/us-health-coronavirus-india-variant-idUSKBN2BG0TO,https://static.reuters.com/resources/r/?m=02&d=20210324&t=2&i=1555997629&r=LYNXMPEH2N0J7&w=800,2021-03-24T07:35:00Z,"By Reuters Staff
FILE PHOTO: A man wearing a protective mask walks past a graffiti amidst the spread of the coronavirus disease (COVID-19) on a street in Navi Mumbai, India, March 8, 2021. REUTERS/F… [+497 chars]",india
20,reuters,Reuters,Reuters Staff,GAIL India issues tender to buy and sell LNG for April-May - Reuters,"GAIL (India) has issued a tender seeking to buy two liquefied natural gas (LNG) cargoes for delivery into India and offering two cargoes for loading from the United States, two industry sources said.",https://www.reuters.com/article/india-lng-imports-idUSKCN2AU05Q,https://static.reuters.com/resources/r/?m=02&d=20210302&t=2&i=1553403126&r=LYNXNPEH21046&w=800,2021-03-02T03:00:00Z,"By Reuters Staff
The logo of India's state-owned natural gas utility GAIL (India) Ltd is pictured on its corporate office building in New Delhi, India, April 26, 2018. REUTERS/Adnan Abidi
SINGAPORE… [+704 chars]",india
21,reuters,Reuters,Krishna N. Das,"Exclusive: India delays big exports of AstraZeneca shot as infections surge, sources say - Reuters","India has put a temporary hold on all major exports of the AstraZeneca coronavirus shot made by the Serum Institute of India (SII), the world's biggest vaccine-maker, to meet domestic demand as infections rise, two sources told Reuters.",https://www.reuters.com/article/health-coronavirus-india-vaccine-idUSKBN2BG27D,https://static.reuters.com/resources/r/?m=02&d=20210324&t=2&i=1556047194&r=LYNXMPEH2N1D9&w=800,2021-03-24T14:42:00Z,"NEW DELHI (Reuters) - India has put a temporary hold on all major exports of the AstraZeneca coronavirus shot made by the Serum Institute of India (SII), the worlds biggest vaccine-maker, to meet dom… [+3127 chars]",india
22,reuters,Reuters,Krishna N. Das,"Exclusive: India delays big exports of AstraZeneca shot as infections surge, sources say - Reuters","India has put a temporary hold on all major exports of the AstraZeneca coronavirus shot made by the Serum Institute of India (SII), the world's biggest vaccine-maker, to meet domestic demand as infections rise, two sources told Reuters.",https://www.reuters.com/article/us-health-coronavirus-india-vaccine-excl-idUSKBN2BG29X,https://static.reuters.com/resources/r/?m=02&d=20210324&t=2&i=1556050580&r=LYNXMPEH2N1F5&w=800,2021-03-24T14:42:00Z,"NEW DELHI (Reuters) - India has put a temporary hold on all major exports of the AstraZeneca coronavirus shot made by the Serum Institute of India (SII), the worlds biggest vaccine-maker, to meet dom… [+3102 chars]",india
23,reuters,Reuters,Reuters Staff,Serum Institute delays expected launch of Novavax vaccine in India - Reuters,"The launch in India of a new COVID-19 vaccine developed jointly by the Serum Institute of India and U.S.-based biotech firm Novavax is likely to be delayed to September, the Indian company's boss said on Saturday.",https://www.reuters.com/article/us-india-vaccine-idUSKBN2BJ0BI,https://static.reuters.com/resources/r/?m=02&d=20210327&t=2&i=1556429976&r=LYNXMPEH2Q066&w=800,2021-03-27T11:14:00Z,"By Reuters Staff
NEW DELHI (Reuters) - The launch in India of a new COVID-19 vaccine developed jointly by the Serum Institute of India and U.S.-based biotech firm Novavax is likely to be delayed to … [+1630 chars]",india
24,bbc-news,BBC News,https://www.facebook.com/bbcnews,Myanmar coup: India asked to return police officers who crossed border,Several officers reportedly crossed the border after refusing to carry out the military junta's orders.,https://www.bbc.co.uk/news/world-asia-56309338,https://ichef.bbci.co.uk/news/1024/branded_news/16C0D/production/_117479139_066071725.jpg,2021-03-06T20:25:36Z,"image captionFresh clashes broke out between police and protesters in Yangon on Saturday
Myanmar has asked neighbouring India to return several police officers who crossed the border seeking refuge … [+3196 chars]",india
25,reuters,Reuters,John Kemp,RPT-COLUMN-India and Saudi Arabia spar over oil prices: John Kemp - Reuters,RPT-COLUMN-India and Saudi Arabia spar over oil prices: John Kemp  Reuters,https://www.reuters.com/article/global-oil-kemp-idUSL1N2LN2AS,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-26T01:28:17Z,"(Repeats story filed on March 25 with no changes. John Kemp is a Reuters market analyst. The views expressed are his own)
* India and Saudi Arabia goods trade: tmsnrt.rs/31jvIOM
LONDON, March 25 (R… [+4753 chars]",india
26,reuters,Reuters,Devjyot Ghoshal,Myanmar asks India to return eight police who fled across border - Reuters,"Authorities in Myanmar have asked India to return several police officers who have sought refuge to avoid taking orders from a military junta that seized power in the Southeast Asian country last month, an official in northeast India said on Saturday.",https://www.reuters.com/article/us-myanmar-politics-india-idUSKBN2AY08N,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-06T07:26:00Z,NEW DELHI (Reuters) - Authorities in Myanmar have asked India to return several police officers who have sought refuge to avoid taking orders from a military junta that seized power in the Southeast … [+1484 chars],india
27,engadget,Engadget,https://www.engadget.com/about/editors/richard-lawler,Apple's repair store verification program is rolling out worldwide,"Apple's Independent Repair Provider program provides genuine parts for out-of-warranty repairs, and now third-party shops around the world can join.",https://www.engadget.com/apple-independent-repair-012643494.html,https://s.yimg.com/os/creatr-uploaded-images/2021-03/db31f150-90f6-11eb-bffb-a4566bec970c,2021-03-30T01:26:43Z,"When Apple announced its Independent Repair Provider Program for the US in 2019, the company said it had plans to expand to other countries, today it announced the certification setup will grow even … [+1322 chars]",india
28,reuters,Reuters,Reuters Staff,Germany sticks to summer vaccination target: document - Reuters India,"Vaccines will remain scarce in Germany in April, the government said, but Berlin still aims to be able to offer every citizen a COVID-19 shot in the summer, according to a government document.",https://www.reuters.com/article/us-health-coronavirus-germany-target-idUSKBN2BB18B,https://static.reuters.com/resources/r/?m=02&d=20210319&t=2&i=1555477242&r=LYNXMPEH2I0OL&w=800,2021-03-19T11:59:00Z,"By Reuters Staff
FILE PHOTO: Empty chairs are seen at a waiting area for people who receive AstraZeneca's vaccine at vaccination centre, temporarily set up in a hall of the fair, amid the coronaviru… [+941 chars]",india
29,reuters,Reuters,Reuters Staff,Niger's top court confirms Bazoum as next president - Reuters India,"Niger's top court on Sunday confirmed Mohamed Bazoum's victory in last month's presidential run-off, allowing the ruling party candidate to be sworn into office next month.",https://www.reuters.com/article/us-niger-election-idUSKBN2BD0S3,https://static.reuters.com/resources/r/?m=02&d=20210321&t=2&i=1555669303&r=LYNXMPEH2K0KI&w=800,2021-03-21T21:16:00Z,"By Reuters Staff
FILE PHOTO: Nigers ruling party candidate Mohamed Bazoum waves to his supporters after he was declared the winner of presidential election in Niamey, Niger February 23, 2021. REUTER… [+956 chars]",india
30,reuters,Reuters,Reuters Staff,India to increase interval between doses of AstraZeneca shot - Reuters,"India's health ministry on Monday wrote to states asking them to administer second AstraZeneca coronavirus vaccine doses to recipients within four to eight weeks, from the current guideline of four to six weeks.",https://www.reuters.com/article/health-coronavirus-india-astrazeneca-idUSKBN2BE15I,https://static.reuters.com/resources/r/?m=02&d=20210322&t=2&i=1555726772&r=LYNXMPEH2L0RD&w=800,2021-03-22T09:56:00Z,"By Reuters Staff
A policeman receives a dose of COVISHIELD, a COVID-19 vaccine manufactured by Serum Institute of India, at a vaccination centre, in Mumbai, India, February 8, 2021. REUTERS/Francis … [+536 chars]",india
31,reuters,Reuters,Reuters Staff,India market regulator tightens rules for exchange disruptions - Reuters,"India's market regulator said on Monday that stock exchanges and other market entities will need to switch quicker to their backup sites to resume operations in case of disruptions, weeks after a top exchange was shut down during trading.",https://www.reuters.com/article/us-india-sebi-exchanges-idUSKBN2BE1YR,https://static.reuters.com/resources/r/?m=02&d=20210322&t=2&i=1555755814&r=LYNXMPEH2L186&w=800,2021-03-22T14:30:00Z,"By Reuters Staff
FILE PHOTO: The logo of the Securities and Exchange Board of India (SEBI), India's market regulator, is seen on the facade of its head office building in Mumbai, India, July 13, 201… [+780 chars]",india
32,reuters,Reuters,Reuters Staff,China asks Alibaba to curtail media assets: WSJ - Reuters India,"China's government has asked Alibaba Group Holding Ltd to dispose of its media assets, the Wall Street Journal reported on Monday, citing people familiar with the matter.",https://www.reuters.com/article/us-china-alibaba-idUSKBN2B71HK,https://static.reuters.com/resources/r/?m=02&d=20210315&t=2&i=1554936661&r=LYNXMPEH2E0YD&w=800,2021-03-15T12:49:00Z,"By Reuters Staff
FILE PHOTO: The logo of Alibaba Group is seen at its office in Beijing, China January 5, 2021. REUTERS/Thomas Peter
(Reuters) - Chinas government has asked Alibaba Group Holding Lt… [+697 chars]",india
33,reuters,Reuters,Sankalp Phartiyal,Apple starts iPhone 12 assembly in India - Reuters,"Apple Inc has started the assembly of iPhone 12 in India, the U.S. tech giant said, as the company ramps up manufacturing operations in the world's second-biggest smartphone market.",https://www.reuters.com/article/apple-india-idUSKBN2B317O,https://static.reuters.com/resources/r/?m=02&d=20210311&t=2&i=1554513430&r=LYNXMPEH2A0NW&w=800,2021-03-11T10:12:00Z,"NEW DELHI (Reuters) - Apple Inc has started the assembly of iPhone 12 in India, the U.S. tech giant said, as the company ramps up manufacturing operations in the worlds second-biggest smartphone mark… [+1639 chars]",india
34,reuters,Reuters,Reuters Staff,India agrees 'significantly lower' AstraZeneca vaccine price - Reuters,"The Indian government has lowered the price at which it buys AstraZeneca's COVID-19 vaccine doses being produced by the Serum Institute of India (SII), the federal health secretary said on Thursday.",https://www.reuters.com/article/us-health-coronavirus-india-idUSKBN2B31I1,https://static.reuters.com/resources/r/?m=02&d=20210311&t=2&i=1554523327&r=LYNXMPEH2A0VA&w=800,2021-03-11T11:52:00Z,"By Reuters Staff
FILE PHOTO: A healthcare worker holding a rose receives an AstraZeneca's COVISHIELD vaccine, during the coronavirus disease (COVID-19) vaccination campaign, at a medical centre in M… [+544 chars]",india
35,reuters,Reuters,"Rajendra Jadhav, Gibran Naiyyar Peshimam",India and Pakistan suffer new COVID-19 surge - Reuters,"India and Pakistan reported a big jump in new coronavirus infections on Thursday, driven by a resurgence in cases in their richest states.",https://www.reuters.com/article/health-coronavirus-india-cases-idUSKBN2BA0TQ,https://static.reuters.com/resources/r/?m=02&d=20210318&t=2&i=1555315871&r=LYNXMPEH2H0GR&w=800,2021-03-18T09:00:00Z,"MUMBAI/ISLAMABAD (Reuters) - India and Pakistan reported a big jump in new coronavirus infections on Thursday, driven by a resurgence in cases in their richest states.
FILE PHOTO: A woman receives t… [+3061 chars]",india
36,reuters,Reuters,Dave Lucas,Sled dogs and social distancing at Iditarod | Pictures - Reuters India,"Dallas Seavey poses with his dogs North and Gamble after crossing the finish line to win his fifth Iditarod Dog Sled Race at Deshka Landing near Willow, Alaska, March 15, 2021. Dallas Seavey claimed h",https://www.reuters.com/news/picture/sled-dogs-and-social-distancing-at-idita-idUSRTXAGT1Q,https://s2.reutersmedia.net/resources/r/?m=02&d=20210315&t=2&i=1554972612&w=&fh=545&fw=810&ll=&pl=&sq=&r=2021-03-15T175708Z_39137_MRPRC2RBM9J41OU_RTRMADP_0_ALASKA-IDITAROD,2021-03-15T17:57:00Z,"Reuters, the news and media division of Thomson Reuters, is the worlds largest international multimedia news provider reaching more than one billion people every day. Reuters provides trusted busines… [+229 chars]",india
37,reuters,Reuters,Reuters Staff,India to set up development finance body for infrastructure - Reuters,"India's cabinet approved on Tuesday the establishment of a development financial institution (DFI) to boost investment in infrastructure projects, the finance minister said, as it moves to increase spending on roads, ports and energy.",https://www.reuters.com/article/us-india-economy-banking-idUSKBN2B81G7,https://static.reuters.com/resources/r/?m=02&d=20210316&t=2&i=1555062561&r=LYNXMPEH2F0TU&w=800,2021-03-16T11:24:00Z,"By Reuters Staff
FILE PHOTO: India's Finance Minister Nirmala Sitharaman attends a joint news conference with U.S. Treasury Secretary Steven Mnuchin in New Delhi, India, November 1, 2019. REUTERS/Ad… [+1372 chars]",india
38,reuters,Reuters,Reuters Staff,India reports most COVID-19 deaths this year - Reuters,"India reported 275 new COVID-19 deaths on Wednesday, the most this year, as a second surge in cases fills up hospital beds in big states such as Maharashtra.",https://www.reuters.com/article/us-health-coronavirus-india-cases-idUSKBN2BG0E2,https://static.reuters.com/resources/r/?m=02&d=20210324&t=2&i=1555981755&r=LYNXMPEH2N09P&w=800,2021-03-24T04:15:00Z,"By Reuters Staff
FILE PHOTO: Health workers and a relative carry the body of a man, who died due to COVID-19, from an ambulance to a crematorium in New Delhi, India, November 13, 2020. REUTERS/Danis… [+467 chars]",india
39,reuters,Reuters,Nidhi Verma,India calls Saudi advice on tapping stored oil 'undiplomatic' - Reuters,"Indian oil minister Dharmendra Pradhan on Friday described his Saudi counterpart's advice to reduce oil stores to tackle high crude prices as ""undiplomatic"".",https://www.reuters.com/article/us-india-saudi-idUSKBN2BI1Y6,https://static.reuters.com/resources/r/?m=02&d=20210326&t=2&i=1556334233&r=LYNXMPEH2P125&w=800,2021-03-26T13:25:17Z,"NEW DELHI (Reuters) - Indian oil minister Dharmendra Pradhan on Friday described his Saudi counterparts advice to reduce oil stores to tackle high crude prices as undiplomatic.
FILE PHOTO: India's O… [+1678 chars]",india
40,reuters,Reuters,Reuters Staff,WHO in talks with India about vaccine exports - Tedros - Reuters,"India's decision to make domestic COVID-19 inoculations a priority is ""understandable"" as the country's infections rise, but the World Health Organization (WHO) is in talks so it continues providing doses to other countries, the WHO chief said on Friday.",https://www.reuters.com/article/health-coronavirus-who-india-idUSKBN2BI2PL,https://static.reuters.com/resources/r/?m=02&d=20210326&t=2&i=1556367102&r=LYNXMPEH2P1LP&w=800,2021-03-26T17:31:49Z,"By Reuters Staff
FILE PHOTO: Tedros Adhanom Ghebreyesus, Director General of the World Health Organization (WHO) speaks during the opening of the 148th session of the Executive Board on the coronavi… [+862 chars]",india
41,reuters,Reuters,Reuters Staff,India looking to expand trade ties with U.S. - minister - Reuters,"India is looking to expand its trade with the United States, Trade Minister Piyush Goyal said at an event on Friday, after a previous attempt to seal a limited accord failed.",https://www.reuters.com/article/usa-trade-india-idUSKBN2BI1S8,https://static.reuters.com/resources/r/?m=02&d=20210326&t=2&i=1556329616&r=LYNXMPEH2P0YV&w=800,2021-03-26T13:02:16Z,"By Reuters Staff
FILE PHOTO: Piyush Goyal, India's Minister of Railways and Minister of Commerce and Industry, attends a session at the 50th World Economic Forum (WEF) annual meeting in Davos, Switz… [+691 chars]",india
42,reuters,Reuters,Neha Arora,India plans to widen vaccination campaign as infections surge - Reuters,"India plans to widen a coronavirus vaccination campaign soon to include more younger people, the health minister said on Friday, as its new infections rose by the most in more than five months.",https://www.reuters.com/article/health-coronavirus-india-idUSKBN2BI0F2,https://static.reuters.com/resources/r/?m=02&d=20210326&t=2&i=1556302301&r=LYNXMPEH2P0JX&w=800,2021-03-26T08:32:13Z,"NEW DELHI (Reuters) - India plans to widen a coronavirus vaccination campaign soon to include more younger people, the health minister said on Friday, as its new infections rose by the most in more t… [+1771 chars]",india
43,reuters,Reuters,Gibran Naiyyar Peshimam,Pakistan PM Khan desires peace with arch-rival India - Reuters,"Pakistani Prime Minister Imran Khan on Tuesday replied to a letter written by his Indian counterpart Narendra Modi, and said Islamabad desires peaceful relations with New Delhi, an official source told Reuters.",https://www.reuters.com/article/pakistan-india-idUSKBN2BM29A,https://static.reuters.com/resources/r/?m=02&d=20210330&t=2&i=1556772349&r=LYNXMPEH2T14E&w=800,2021-03-30T16:29:00Z,"FILE PHOTO: Pakistan's Prime Minister Imran Khan speaks during a joint news conference with Afghan President Ashraf Ghani (not pictured) at the presidential palace in Kabul, Afghanistan November 19, … [+1576 chars]",india
