,source_id,source_name,author,title,description,url,url_to_image,published_at,content,key_word
133,reuters,Reuters,"Kane Wu, Scott Murdoch, Julie Zhu",China's DMall hires three banks for over $500 million U.S. IPO: sources - Reuters,"Chinese e-commerce platform Dmall (Beijing) E-commerce Co has hired Bank of America, Goldman Sachs and JPMorgan for a U.S. initial public offering of over $500 million, three people with direct knowledge told Reuters.",https://www.reuters.com/article/us-dmall-ipo-idUSKBN2BA0CY,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-18T05:00:00Z,"HONG KONG (Reuters) - Chinese e-commerce platform Dmall (Beijing) E-commerce Co has hired Bank of America, Goldman Sachs and JPMorgan for a U.S. initial public offering of over $500 million, three pe… [+1220 chars]",america
134,reuters,Reuters,Ben Klayman,"Ford partly assembling some vehicles, idling two plants due to chip shortage - Reuters","Ford Motor Co said on Thursday it will for now assemble its flagship, highly profitable F-150 pickup trucks and Edge SUVs in North America without certain parts and idle two assembly plants due to the global semiconductor chip shortage.",https://www.reuters.com/article/uk-ford-motor-semiconductors-idUSKBN2BA2X3,https://static.reuters.com/resources/r/?m=02&d=20210319&t=2&i=1555424517&r=LYNXMPEH2H1NU&w=800,2021-03-19T01:47:00Z,"DETROIT (Reuters) - Ford Motor Co said on Thursday it will for now assemble its flagship, highly profitable F-150 pickup trucks and Edge SUVs in North America without certain parts and idle two assem… [+2651 chars]",america
135,the-hindu,The Hindu,PTI,"In Sam Curran's 95, Buttler saw shades of MS Dhoni","In pursuit of 330, England slumped to 168 for six at the midway stage but Sam, who came in to bat at No. 8, took them to the verge of an unlikely win with his counterattacking 95",https://www.thehindu.com/sport/cricket/in-sam-currans-95-buttler-saw-shades-of-ms-dhoni/article34187895.ece,https://www.thehindu.com/sport/cricket/ildpz6/article34187893.ece/ALTERNATES/LANDSCAPE_615/currankb,2021-03-29T06:13:09Z,"England's stand-in skipper Jos Buttler saw shades of legendary finisher Mahendra Singh Dhoni in Sam Curran's valiant 95 not out in the third and final ODI against India here.
In pursuit of 330, Engl… [+3628 chars]",dhoni
136,espn-cric-info,ESPN Cric Info,Nagraj Gollapudi,Dhoni in Chennai as CSK promise tight bio-bubble for IPL 2021 preparation,A similar training camp ahead of last year's IPL had resulted in a slew of people testing positive for Covid-19,https://www.espncricinfo.com/story/ipl-2021-ms-dhoni-in-chennai-as-csk-promise-tight-bio-bubble-for-ipl-preparation-1253730,https://img1.hscicdn.com/image/upload/f_auto/lsci/db/PICTURES/CMS/301300/301372.6.jpg,2021-03-04T11:30:17Z,"MS Dhoni has landed in Chennai. That means the Chennai Super Kings are back in town ahead of IPL 2021. Dhoni reached Chennai on Wednesday evening for the Super Kings preparatory camp, which is set to… [+2525 chars]",dhoni
137,the-hindu,The Hindu,PTI,Dhoni in Chennai; CSK training camp for IPL-2021 likely from Mar 9,The players will undergo five-day quarantine before they start training.,https://www.thehindu.com/sport/cricket/dhoni-in-chennai-csk-training-camp-for-ipl-2021-likely-from-mar-9/article33986323.ece,https://www.thehindu.com/sport/cricket/3yj288/article33986322.ece/ALTERNATES/LANDSCAPE_615/dhoni,2021-03-04T05:56:13Z,Chennai Super Kings captain Mahendra Singh Dhoni has landed here to take part in the team's training camp likely to begin on March 9 in the lead-up to the upcoming season of the Indian Premier League… [+1596 chars],dhoni
138,the-hindu,The Hindu,Sports Reporter,Super Kings leave for Mumbai,To continue preparations and be based there for a month,https://www.thehindu.com/sport/cricket/super-kings-leave-for-mumbai/article34162897.ece,https://www.thehindu.com/sport/cricket/ub17dt/article34162896.ece/ALTERNATES/LANDSCAPE_615/TH26DHONI,2021-03-25T15:48:53Z,"Chennai Super Kings left for Mumbai on Thursday following a two-week camp here. The team will continue its preparations for the 2021 Indian Premier League in Mumbai and be based there for a month.
T… [+901 chars]",dhoni
139,espn-cric-info,ESPN Cric Info,Nagraj Gollapudi,Robin Uthappa: 'The value of a wicket has gone down; the value of being explosive has gone up' - ESPNcricinfo,"<ol><li>Robin Uthappa: 'The value of a wicket has gone down; the value of being explosive has gone up'  ESPNcricinfo
</li><li>IPL 2021: Find out the Most Important Players from each teams  InsideSport
</li><li>‘I wanted you to get into the team with your ow…",https://www.espncricinfo.com/story/robin-uthappa-the-value-of-a-wicket-has-gone-down-the-value-of-being-explosive-has-gone-up-1256370,https://img1.hscicdn.com/image/upload/f_auto/lsci/db/PICTURES/CMS/318200/318269.6.jpg,2021-03-24T04:53:24Z,"Robin Uthappa's biggest strength may be that he always tries to remain positive, never afraid to chart a new path as long as he believes it will take him to a happy place in cricket. When he started … [+16422 chars]",dhoni
140,the-hindu,The Hindu,Praveen Sudevan,Indian Women’s Football Alliance aims to empower women through soccer,Indian Women’s Football Alliance organised a football tournament of Women’s Day to highlight social issues that hamper women,https://www.thehindu.com/sport/other-sports/indian-womens-football-alliance-aims-to-empower-women-through-soccer/article34017950.ece,https://www.thehindu.com/sport/other-sports/ef7fi1/article34017949.ece/ALTERNATES/LANDSCAPE_615/5MPFootball-3,2021-03-08T08:50:46Z,"Afshan Ashiq, 26, was among the many athletes and fitness influencers who interacted with Prime Minister Narendra Modi during the Fit India Dialogue last September. You have done very well in footbal… [+2899 chars]",dhoni
141,rt,RT,RT,‘You have made this journey beautiful’: Cricket megastar Virat Kohli ‘blessed’ to become first Indian to top 100MN Instagram fans,"India cricket captain Virat Kohli has said he feels ""grateful for all the love"" after raising his bat to enjoy his latest century – becoming the first person from his sport and country to reach 100 million Instagram followers. Read Full Article at RT.com",https://www.rt.com/sport/517060-virat-kohli-instagram-ronaldo-messi-neymar/,https://cdni.rt.com/files/2021.03/article/603f74cf85f5402ddd6c6cef.jpg,2021-03-03T11:48:35Z,"Cricket icon Kohli has joined an exclusive list of the feverishly-followed that includes the likes of football superstars Cristiano Ronaldo, Lionel Messi and Neymar and celebrities such as Dwayne 'Th… [+2508 chars]",dhoni
142,the-hindu,The Hindu,Shoumojit Banerjee,Pune’s Blades of Glory adjudged world’s largest cricket museum,"It features more than 51,000 items of memorabilia",https://www.thehindu.com/news/cities/mumbai/punes-blades-of-glory-adjudged-worlds-largest-cricket-museum/article34008785.ece,https://www.thehindu.com/news/cities/mumbai/hbl907/article34008784.ece/ALTERNATES/LANDSCAPE_615/6BMBlades-of-Glory-Museum,2021-03-06T18:16:54Z,"Blades of Glory, touted as a one-of-a-kind museum in India dedicated to cricket, has been awarded a World Record by the World Record Academy in Miami, U.S. 
The museum in Pune is the brainchild of R… [+2067 chars]",dhoni
143,espn-cric-info,ESPN Cric Info,Sampath Bandarupalli,"Debutants Krunal, Prasidh Krishna shine in India's turnaround - ESPNcricinfo","<ol><li>Debutants Krunal, Prasidh Krishna shine in India's turnaround  ESPNcricinfo
</li><li>""WE'RE PROUD OF YOU - KRUNAL PANDYA!"" India vs England | 1ST ODI - Reaction | The Outside Edge  talkSPORT
</li><li>Hardik Pandya's Heartwarming Birthday Video For B…",https://www.espncricinfo.com/story/ind-vs-eng-1st-odi-2021-debutants-krunal-pandya-prasidh-krishna-shine-in-india-s-turnaround-1256501,https://img1.hscicdn.com/image/upload/f_auto/lsci/db/PICTURES/CMS/318300/318337.6.jpg,2021-03-23T17:42:33Z,"135 - The partnership between Jonny Bairstow and Jason Roy for the opening stand during the chase, the second-highest opening stand for England in an unsuccessful ODI chase. It is also England's thir… [+1918 chars]",dhoni
144,the-hindu,The Hindu,P.K. Ajith Kumar,‘It’s fantastic joining a side like CSK’,Robin Uthappa looks forward to reunion with Dhoni,https://www.thehindu.com/sport/cricket/its-fantastic-joining-a-side-like-csk/article33991240.ece,https://www.thehindu.com/sport/cricket/e3u9w1/article33991239.ece/ALTERNATES/LANDSCAPE_615/th05robin,2021-03-04T16:18:57Z,"On the day M.S. Dhoni landed in Chennai, a former teammate of his spoke of how he was looking forward to his reunion with captain fantastic.
A young Robin Uthappa, less than a year into internationa… [+1926 chars]",dhoni
145,espn-cric-info,ESPN Cric Info,ESPNcricinfo staff,"Sachin Tendulkar suggested MS Dhoni be India captain in 2007, says former BCCI chief Sharad Pawar","""I told Sachin that if both of you and Dravid do not want to lead the side, how will we go about things?""",https://www.espncricinfo.com/story/sachin-tendulkar-suggested-ms-dhoni-be-india-captain-in-2007-says-former-bcci-chief-sharad-pawar-1254138,https://img1.hscicdn.com/image/upload/f_auto/lsci/db/PICTURES/CMS/263500/263510.3.jpg,2021-03-07T12:48:27Z,"Former BCCI president Sharad Pawar has said that Sachin Tendulkar had suggested MS Dhoni's name for India's captaincy in 2007, when the board was running out of options. Pawar, who was the board chie… [+1903 chars]",dhoni
146,techcrunch,TechCrunch,Manish Singh,Indian fantasy sports app Dream11’s parent firm raises $400 million,"Dream Sports, the parent firm of fantasy sports app Dream11, has secured $400 million in a new financing round as the Mumbai-headquartered firm builds what it calls an “end-to-end sports tech company” in the cricket-loving nation, which is also the world’s se…",http://techcrunch.com/2021/03/24/indian-fantasy-sports-app-dream-sports-dream-11-raises-400-million/,https://techcrunch.com/wp-content/uploads/2020/09/GettyImages-1148636368.jpg?w=563,2021-03-24T10:55:19Z,"Dream Sports, the parent firm of fantasy sports app Dream11, has secured $400 million in a new financing round as the Mumbai-headquartered firm builds what it calls an end-to-end sports tech company … [+3063 chars]",cricket
147,reuters,Reuters,Mubasher Bukhari,UPDATE 1-Pakistan suspends flagship cricket tournament after COVID-19 cases among teams - Reuters,"Pakistan is suspending its flagship cricket tournament that started last month after seven team personnel tested positive for COVID-19, the cricket board said on Thursday.",https://www.reuters.com/article/pakistan-cricket-psl-idUSL2N2L20JD,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-04T08:39:00Z,"(Adds details, quotes and COVID figures)
LAHORE, Pakistan, March 4 (Reuters) - Pakistan is suspending its flagship cricket tournament that started last month after seven team personnel tested positi… [+1349 chars]",cricket
148,engadget,Engadget,Kris Holt,Xbox Game Pass is full of sports games this month,"The next wave of games coming to Xbox Game Pass
 will probably ignite that competitive spark in you. Microsoft revealed
 several major sports titles are coming to the service, starting with Madden NFL 21
. That's available to Game Pass subscribers on Xbox …",https://www.engadget.com/xbox-game-pass-madden-nba-2k21-nhl-football-manager-star-wars-squadrons-172729952.html,https://s.yimg.com/uu/api/res/1.2/lhC4qOgLR54Zr._udUnlAw--~B/aD03MTc7dz0xMTY2O2FwcGlkPXl0YWNoeW9u/https://s.yimg.com/os/creatr-uploaded-images/2021-03/0ec21be0-7c42-11eb-bffd-664c52f23edb.cf.jpg,2021-03-03T17:27:29Z,"The next wave of games coming to Xbox Game Pass
 will probably ignite that competitive spark in you. Microsoft revealed
 several major sports titles are coming to the service, starting with Madden … [+1427 chars]",cricket
149,bbc-news,BBC News,https://www.facebook.com/bbcnews,Covid-19: Pakistan's PM Imran Khan tests positive,He was vaccinated two days ago and is said to be isolating at home.,https://www.bbc.co.uk/news/world-asia-56468183,https://ichef.bbci.co.uk/news/1024/branded_news/2606/production/_117643790_7f32207f-2ebd-4108-9823-e555ce303e64.jpg,2021-03-20T10:13:53Z,"Pakistan's Prime Minister Imran Khan has tested positive for Covid-19, the country's health minister has said.
The 68-year-old is ""self-isolating at home"", the minister, Faisal Sultan, tweeted.
Mr … [+245 chars]",cricket
150,reuters,Reuters,Amlan Chakraborty,"Southampton to host WTC final, says India board chief Ganguly - Reuters","Southampton will host the June final of the inaugural World Test Championship (WTC) which was originally scheduled at Lord's, Indian cricket board president Sourav Ganguly has said.",https://www.reuters.com/article/cricket-test-wtc-idUSKBN2B11AV,https://static.reuters.com/resources/r/?m=02&d=20210309&t=2&i=1554254071&r=LYNXMPEH280O0&w=800,2021-03-09T11:36:00Z,"Former Indian cricketer and current BCCI (Board Of Control for Cricket in India) president Sourav Ganguly reacts during a press conference at the BCCI headquarters in Mumbai, India, October 23, 2019.… [+1368 chars]",cricket
151,reuters,Reuters,Reuters Staff,"India's Iyer to miss England ODIs, doubtful for IPL start, ICC says - Reuters","Indian batsman Shreyas Iyer has been ruled out of the remaining two one-day internationals against England after injuring his left shoulder in Tuesday's opener, the International Cricket Council (ICC) said on Wednesday.",https://www.reuters.com/article/cricket-odi-ind-eng-idUSKBN2BG2N9,https://static.reuters.com/resources/r/?m=02&d=20210324&t=2&i=1556067466&r=LYNXMPEH2N1N4&w=800,2021-03-24T16:56:00Z,"By Reuters Staff
FILE PHOTO: Cricket - First One Day International - India v England - Maharashtra Cricket Association Stadium, Pune, India - March 23, 2021 India's Shreyas Iyer receives medical att… [+1230 chars]",cricket
152,reuters,Reuters,Amlan Chakraborty,"IPL returns to India, without spectators initially - Reuters","The popular Indian Premier League (IPL) will begin in Chennai on April 9 and will be played across six venues, initially without spectators, the Indian cricket board said on Sunday.",https://www.reuters.com/article/cricket-india-ipl-idUSKBN2AZ067,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-07T08:24:00Z,"NEW DELHI (Reuters) - The popular Indian Premier League (IPL) will begin in Chennai on April 9 and will be played across six venues, initially without spectators, the Indian cricket board said on Sun… [+1596 chars]",cricket
153,reuters,Reuters,Reuters Staff,Cricket-India win ODI series opener after Krishna and Thakur derail England - Reuters,Debutant Prasidh Krishna and fellow seamer Shardul Thakur combined to derail England's chase and bowl India to a 66-run victory in the one-day series opener in Pune on Tuesday.,https://www.reuters.com/article/uk-cricket-odi-ind-eng-idUSKBN2BF299,https://static.reuters.com/resources/r/?m=02&d=20210323&t=2&i=1555915160&r=LYNXMPEH2M18T&w=800,2021-03-23T16:36:00Z,"By Reuters Staff
PUNE, India (Reuters) - Debutant Prasidh Krishna and fellow seamer Shardul Thakur combined to derail Englands chase and bowl India to a 66-run victory in the one-day series opener i… [+2342 chars]",cricket
154,reuters,Reuters,Reuters Staff,ICC rates Ahmedabad pitch for two-day test match 'average' - Reuters,"The Narendra Modi Stadium in Ahmedabad has avoided being hit with demerit points after the pitch for the pink-ball test between India and England was rated as ""average"" despite the match lasting only two days.",https://www.reuters.com/article/cricket-test-ind-eng-idUSKBN2B70HF,https://static.reuters.com/resources/r/?m=02&d=20210315&t=2&i=1554900557&r=LYNXMPEH2E0D1&w=800,2021-03-15T07:02:14Z,"By Reuters Staff
MUMBAI (Reuters) - The Narendra Modi Stadium in Ahmedabad has avoided being hit with demerit points after the pitch for the pink-ball test between India and England was rated as ave… [+1633 chars]",cricket
155,reuters,Reuters,Reuters Staff,"India's Dhawan to partner Rohit in England ODIs, says Kohli - Reuters","India's Shikhar Dhawan will be Rohit Sharma's opening partner in the three-match one-day series against England, captain Virat Kohli said on the eve of the opener in Pune.",https://www.reuters.com/article/cricket-odi-ind-eng-idUSKBN2BE1MM,https://static.reuters.com/resources/r/?m=02&d=20210322&t=2&i=1555747248&r=LYNXMPEH2L12S&w=800,2021-03-22T12:54:00Z,"By Reuters Staff
PUNE, India (Reuters) - Indias Shikhar Dhawan will be Rohit Sharmas opening partner in the three-match one-day series against England, captain Virat Kohli said on the eve of the ope… [+1815 chars]",cricket
156,reuters,Reuters,Sudipto Ganguly,England can expect trial by spin after Rahane predicts another turner - Reuters,"England should brace themselves for another trial by spin in the fourth and final test against India from Thursday, with the home side's vice-captain Ajinkya Rahane expecting a similar pitch to those in the previous two matches.",https://www.reuters.com/article/cricket-test-ind-eng-idUSKCN2AU1PO,https://static.reuters.com/resources/r/?m=02&d=20210302&t=2&i=1553464436&r=LYNXNPEH210Z8&w=800,2021-03-02T14:40:00Z,"MUMBAI (Reuters) - England should brace themselves for another trial by spin in the fourth and final test against India from Thursday, with the home sides vice-captain Ajinkya Rahane expecting a simi… [+1915 chars]",cricket
157,reuters,Reuters,Reuters Staff,India in final but Shastri still bitter about WTC rule change - Reuters,India breezed into the final of the World Test Championship (WTC) following their 3-1 series victory against England on Sunday but head coach Ravi Shastri is still bitter how the qualifying rules were changed last year.,https://www.reuters.com/article/cricket-test-ind-eng-wtc-idUSKBN2AZ09J,https://static.reuters.com/resources/r/?m=02&d=20210307&t=2&i=1554025444&r=LYNXMPEH2606J&w=800,2021-03-07T10:54:00Z,"By Reuters Staff
AHMEDABAD, India (Reuters) - India breezed into the final of the World Test Championship (WTC) following their 3-1 series victory against England on Sunday but head coach Ravi Shast… [+1834 chars]",cricket
158,techcrunch,TechCrunch,Manish Singh,Amazon issues rare apology in India over drama series,"Amazon on Tuesday issued a rare apology to users in India for an original political drama series over allegations that a few scenes in the nine-part mini series hurt religious sentiments of some people in the key overseas market. The series, called “Tandav,” …",http://techcrunch.com/2021/03/02/amazon-issues-rare-apology-in-india-over-drama-series/,https://techcrunch.com/wp-content/uploads/2021/03/GettyImages-1230706328.jpg?w=599,2021-03-02T18:29:09Z,Amazon on Tuesday issued a rare apology to users in India for an original political drama series over allegations that a few scenes in the nine-part mini series hurt religious sentiments of some peop… [+3139 chars],cricket
159,reuters,Reuters,Reuters Staff,India win ODI series opener after Krishna and Thakur derail England - Reuters,Debutant Prasidh Krishna and fellow seamer Shardul Thakur combined to derail England's chase and bowl India to a 66-run victory in the one-day series opener in Pune on Tuesday.,https://www.reuters.com/article/cricket-odi-ind-eng-idUSKBN2BF2GC,https://static.reuters.com/resources/r/?m=02&d=20210323&t=2&i=1555922652&r=LYNXMPEH2M1CF&w=800,2021-03-23T17:29:00Z,"By Reuters Staff
PUNE, India (Reuters) - Debutant Prasidh Krishna and fellow seamer Shardul Thakur combined to derail Englands chase and bowl India to a 66-run victory in the one-day series opener i… [+2342 chars]",cricket
160,reuters,Reuters,Reuters Staff,"India widens coronavirus curbs as infections top 20,000 for sixth day - Reuters","India reported 24,492 new coronavirus cases on Tuesday, the sixth straight day of more than 20,000 infections, as curbs to try to stop the spread of COVID-19 were expanded in parts of the country that have recorded a surge.",https://www.reuters.com/article/health-coronavirus-india-cases-idUSKBN2B80DA,https://static.reuters.com/resources/r/?m=02&d=20210316&t=2&i=1555024201&r=LYNXMPEH2F07M&w=800,2021-03-16T04:57:00Z,"By Reuters Staff
MUMBAI (Reuters) - India reported 24,492 new coronavirus cases on Tuesday, the sixth straight day of more than 20,000 infections, as curbs to try to stop the spread of COVID-19 were… [+1261 chars]",cricket
161,reuters,Reuters,Reuters Staff,"Krishna, Yadav, Pandya get maiden India ODI call-ups vs England - Reuters","Fast bowler M Prasidh Krishna, spin-bowling all-rounder Krunal Pandya and top-order batsman Suryakumar Yadav received maiden call-ups to India's one-day squad on Friday for their three-match series against England, which begins next week.",https://www.reuters.com/article/cricket-odi-ind-eng-squad-idUSKBN2BB0MT,https://static.reuters.com/resources/r/?m=02&d=20210319&t=2&i=1555451829&r=LYNXMPEH2I0C4&w=800,2021-03-19T07:46:00Z,"By Reuters Staff
FILE PHOTO: Cricket - Fourth Twenty20 International - India v England - Narendra Modi Stadium, Ahmedabad, India - March 18, 2021 India's Suryakumar Yadav celebrates reaching his hal… [+1412 chars]",cricket
162,reuters,Reuters,Reuters Staff,"Spin-heavy India eye series win against England, WTC final spot - Reuters","India will go into the fourth and final test against a spin-scarred England on Thursday needing only a draw to win the series, which will also seal their spot in the June final of the inaugural World Test Championship against New Zealand.",https://www.reuters.com/article/cricket-test-ind-eng-idUSKCN2AU0ND,https://static.reuters.com/resources/r/?m=02&d=20210302&t=2&i=1553423968&r=LYNXNPEH210D9&w=800,2021-03-02T07:55:00Z,"By Reuters Staff
MUMBAI (Reuters) - India will go into the fourth and final test against a spin-scarred England on Thursday needing only a draw to win the series, which will also seal their spot in … [+2455 chars]",cricket
163,reuters,Reuters,Reuters Staff,"Lengthy 'bubble' tours not sustainable, says Kohli - Reuters",India captain Virat Kohli said confining players to 'bubbles' for months on end is not sustainable and the game has to consider scheduling changes to reduce the mental toll tours are taking during the COVID-19 pandemic.,https://www.reuters.com/article/cricket-india-kohli-idUSKBN2BL0TU,https://static.reuters.com/resources/r/?m=02&d=20210329&t=2&i=1556569247&r=LYNXMPEH2S0GU&w=800,2021-03-29T08:20:00Z,"By Reuters Staff
MUMBAI (Reuters) - India captain Virat Kohli said confining players to bubbles for months on end is not sustainable and the game has to consider scheduling changes to reduce the men… [+1596 chars]",cricket
164,reuters,Reuters,Reuters Staff,Serum Institute delays expected launch of Novavax vaccine in India - Reuters,"The launch in India of a new COVID-19 vaccine developed jointly by the Serum Institute of India and U.S.-based biotech firm Novavax is likely to be delayed to September, the Indian company's boss said on Saturday.",https://www.reuters.com/article/us-india-vaccine-idUSKBN2BJ0BI,https://static.reuters.com/resources/r/?m=02&d=20210327&t=2&i=1556429976&r=LYNXMPEH2Q066&w=800,2021-03-27T11:14:00Z,"By Reuters Staff
NEW DELHI (Reuters) - The launch in India of a new COVID-19 vaccine developed jointly by the Serum Institute of India and U.S.-based biotech firm Novavax is likely to be delayed to … [+1630 chars]",cricket
165,reuters,Reuters,Anuron Kumar Mitra,Indian shares rise as energy stocks jump; Muthoot Finance falls - Reuters,"Indian shares climbed on Monday after two consecutive sessions of falls, boosted by energy stocks, while top gold financing company Muthoot Finance dropped after the death of its chairman.",https://www.reuters.com/article/india-stocks-idUSL4N2L61AH,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-08T05:50:00Z,"BENGALURU, March 8 (Reuters) - Indian shares climbed on Monday after two consecutive sessions of falls, boosted by energy stocks, while top gold financing company Muthoot Finance dropped after the de… [+1732 chars]",cricket
166,bbc-news,BBC News,https://www.facebook.com/bbcnews,"Cheltenham Festival: 'I gambled £50,000 on a horse and lost everything'",A former teacher and cricketer is talking about his gambling addiction to help warn others.,https://www.bbc.co.uk/news/uk-england-northamptonshire-56251835,https://ichef.bbci.co.uk/news/1024/branded_news/2B52/production/_117509011_patrickkkkkkkk.jpg,2021-03-17T00:43:09Z,"image copyrightPatrick Foster
image captionPatrick Foster had nearly £250,000 of gambling debts before his family sent him to rehab
Patrick Foster hit rock bottom in March 2018. The teacher had rac… [+10299 chars]",cricket
167,reuters,Reuters,"Anushree Fadnavis, Saurabh Sharma",Tens of thousands of Hindu devotees take holy plunge in Ganges - Reuters,"Tens of thousands of Hindu devotees plunged into India's Ganges river on Thursday as the country kicked off one of the world's largest religious festivals, even as officials reported the biggest spike in coronavirus cases for three months.",https://www.reuters.com/article/india-religion-kumbh-idUSKBN2B30OX,https://static.reuters.com/resources/r/?m=02&d=20210311&t=2&i=1554495814&r=LYNXMPEH2A0DY&w=800,2021-03-11T07:17:00Z,"HARIDWAR, India (Reuters) - Tens of thousands of Hindu devotees plunged into Indias Ganges river on Thursday as the country kicked off one of the worlds largest religious festivals, even as officials… [+1959 chars]",cricket
168,reuters,Reuters,Reuters Staff,Kohli to reinvent himself as T20 opener with World Cup on mind - Reuters,"Virat Kohli plans to reinvent himself as a Twenty20 opener with an eye on the 20-overs World Cup at home later this year, the India captain said after the team's series victory against England.",https://www.reuters.com/article/cricket-t20-ind-eng-idUSKBN2BD041,https://static.reuters.com/resources/r/?m=02&d=20210321&t=2&i=1555625123&r=LYNXMPEH2K02I&w=800,2021-03-21T05:52:00Z,"By Reuters Staff
AHMEDABAD, India (Reuters) - Virat Kohli plans to reinvent himself as a Twenty20 opener with an eye on the 20-overs World Cup at home later this year, the India captain said after t… [+1713 chars]",cricket
169,reuters,Reuters,Reuters Staff,"Kishan, Kohli help India level T20 series against England - Reuters",A belligerent 56 off 32 balls from India debutant Ishan Kishan and an unbeaten 73 from captain Virat Kohli helped the hosts to a commanding seven-wicket win over England in the second Twenty20 International in Ahmedabad on Sunday.,https://www.reuters.com/article/cricket-t20-ind-eng-idUSKBN2B60JE,https://static.reuters.com/resources/r/?m=02&d=20210314&t=2&i=1554853237&r=LYNXMPEH2D0EO&w=800,2021-03-14T18:06:54Z,"By Reuters Staff
AHMEDABAD, India (Reuters) - A belligerent 56 off 32 balls from India debutant Ishan Kishan and an unbeaten 73 from captain Virat Kohli helped the hosts to a commanding seven-wicket… [+1924 chars]",cricket
170,reuters,Reuters,"Anushree Fadnavis, Saurabh Sharma",Tens of thousands of Hindu devotees take holy plunge in Ganges - Reuters,"Tens of thousands of Hindu devotees plunged into India's Ganges river on Thursday as the country kicked off one of the world's largest religious festivals, even as officials reported the biggest spike in coronavirus cases for three months.",https://www.reuters.com/article/us-india-religion-kumbh-idUSKBN2B30OM,https://static.reuters.com/resources/r/?m=02&d=20210311&t=2&i=1554522771&r=LYNXMPEH2A0UQ&w=800,2021-03-11T11:35:00Z,"HARIDWAR, India (Reuters) - Tens of thousands of Hindu devotees plunged into Indias Ganges river on Thursday as the country kicked off one of the worlds largest religious festivals, even as officials… [+2158 chars]",cricket
171,reuters,Reuters,Reuters Staff,New Zealand Olympians to get early access to COVID-19 vaccine - Reuters,"Athletes representing New Zealand at the Tokyo Olympics later this year will be able to apply to be vaccinated against COVID-19 before they depart, the government said on Wednesday.",https://www.reuters.com/article/us-olympics-2020-newzealand-vaccines-idUSKBN2BG0K7,https://static.reuters.com/resources/r/?m=02&d=20210324&t=2&i=1555992376&r=LYNXMPEH2N0FO&w=800,2021-03-24T06:10:00Z,"By Reuters Staff
(Reuters) - Athletes representing New Zealand at the Tokyo Olympics later this year will be able to apply to be vaccinated against COVID-19 before they depart, the government said o… [+2010 chars]",cricket
172,business-insider,Business Insider,Lucy Harley-McKeown,Edible worms and crickets are becoming big business. Here are 10 companies hoping to cash in on a growing trend.,"Summary List PlacementEating a bag of worms or fried crickets may be unsettling. But the numbers suggest many people are going to change their minds in the next few years.
In 2019, Barclays predicted that insects would become an $8 billion business by 2030. M…",https://www.businessinsider.com/10-companies-hoping-you-change-your-mind-about-eating-bags-of-worms-and-fried-cricket-2021-3,https://i.insider.com/603e77b687d37600190d0abc?width=1200&format=jpeg,2021-03-03T12:49:29Z,"Insider logo
The word ""Insider"".
Close icon
Two crossed lines that form an 'X'. It indicates a way to close an interaction, or dismiss a notification.
PremiumHomeChevron icon
It indicates an exp… [+1566 chars]",cricket
173,reuters,Reuters,Reuters Staff,New Zealand's Auckland starts second lockdown in month - Reuters,"Auckland, New Zealand's biggest city, woke up on Sunday morning to a second lockdown in a month as health authorities try to rein in a coronavirus cluster of the more contagious UK variant.",https://www.reuters.com/article/us-health-coronavirus-newzealand-idUSKCN2AR0PF,https://static.reuters.com/resources/r/?m=02&d=20210227&t=2&i=1553176003&r=LYNXNPEH1Q0EU&w=800,2021-02-27T22:44:00Z,"By Reuters Staff
MELBOURNE (Reuters) - Auckland, New Zealands biggest city, woke up on Sunday morning to a second lockdown in a month as health authorities try to rein in a coronavirus cluster of th… [+2048 chars]",cricket
174,reuters,Reuters,Reuters Staff,HIGHLIGHTS-UK's Sunak promises 'whatever it takes' in COVID budget - Reuters,"British finance minister Rishi Sunak will promise on Wednesday to do ""whatever it takes"" to steer the economy through what he hopes will be the final months of COVID restrictions.",https://www.reuters.com/article/health-coronavirus-britain-economy-idUSL5N2L12DA,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-03T09:08:00Z,"By Reuters Staff
LONDON, March 3 (Reuters) - British finance minister Rishi Sunak will promise on Wednesday to do whatever it takes to steer the economy through what he hopes will be the final month… [+2314 chars]",cricket
175,reuters,Reuters,Reuters Staff,Indian shares flat as HDFC weighs; Muthoot Finance falls - Reuters,"Indian shares ended flat on Monday, as losses in top non-banking finance company HDFC countered gains in information technology and energy stocks, while top gold financing company Muthoot Finance fell after the death of its chairman.",https://www.reuters.com/article/india-stocks-idUSKBN2B00BN,https://static.reuters.com/resources/r/?m=02&d=20210308&t=2&i=1554086196&r=LYNXMPEH2705Z&w=800,2021-03-08T10:30:00Z,"By Reuters Staff
BENGALURU (Reuters) - Indian shares ended flat on Monday, as losses in top non-banking finance company HDFC countered gains in information technology and energy stocks, while top go… [+1859 chars]",cricket
